NOMBRE,POBLACION
Alcañiz,16006
Alcorisa,3298
Alfambra,482
Aliaga,326
Allepuz,124
Alloza,572
Allueva,24
Almohaja,14
Alobras,64
Alpeñes,21
Anadon,32
Andorra,7345
Arcos de las Salinas,118
Arens de Lledo,205
Argente,193
Ariño,714
Azaila,93
Badenas,19
Baguena,285
Bañon,146
Barrachina,109
Bea,29
Beceite,531
Bello,219
Belmonte de San Jose,123
Berge,241
Bezas,67
Blancas,125
Blesa,92
Bordon,105
Bronchales,417
Bueña,49
Burbaguena,211
Cabra de Mora,51
Calaceite,978
Calamocha,4429
Calanda,3822
Calomarde,74
Camañas,133
Camarena de la Sierra,107
Camarillas,92
Caminreal,615
Cantavieja,729
Cañada de Benatanduz,33
"Cañada de Verich, La",92
Cañada Vellida,36
Cañizar del Olivar,100
Cascante del Rio,67
Castejon de Tornos,55
Castel de Cabra,93
"Castellar, El",55
Castellote,676
Castelnou,134
Castelseras,800
Cedrillas,639
Celadas,367
Cella,2571
"Cerollera, La",88
"Codoñera, La",319
Corbalan,109
Cortes de Aragon,60
Cosa,51
Cretas,554
Crivillen,86
"Cuba, La",43
Cubla,55
Cucalon,78
"Cuervo, El",80
Cuevas de Almuden,118
Cuevas Labradas,137
Ejulve,177
Escorihuela,136
Escucha,801
Estercuel,205
Ferreruela de Huerva,64
Fonfria,26
Formiche Alto,148
Fornoles,74
Fortanete,202
Foz-Calanda,258
"Fresneda, La",443
Frias de Albarracin,104
Fuenferrada,36
Fuentes Calientes,91
Fuentes Claras,445
Fuentes de Rubielos,124
Fuentespalda,282
Galve,160
Gargallo,97
Gea de Albarracin,370
"Ginebrosa, La",197
Griegos,138
Guadalaviar,244
Gudar,77
Hijar,1754
Hinojosa de Jarque,112
"Hoz de la Vieja, La",81
Huesa del Comun,69
"Iglesuela del Cid, La",402
Jabaloyas,59
Jarque de la Val,62
Jatiel,39
Jorcas,29
Josa,34
Lagueruela,69
Lanzuela,22
Libros,100
Lidon,54
Linares de Mora,225
Lledo,155
Loscos,125
Maicas,31
Manzanera,516
Martin del Rio,387
Mas de las Matas,1258
"Mata de los Olmos, La",261
Mazaleon,511
Mezquita de Jarque,89
Mirambel,116
Miravete de la Sierra,38
Molinos,222
Monforte de Moyuela,71
Monreal del Campo,2487
Monroyo,332
Montalban,1245
Monteagudo del Castillo,49
Monterde de Albarracin,56
Mora de Rubielos,1512
Moscardon,55
Mosqueruela,532
Muniesa,583
Noguera de Albarracin,139
Nogueras,21
Nogueruelas,210
Obon,34
Odon,203
Ojos Negros,341
Olba,233
Oliete,343
"Olmos, Los",118
Orihuela del Tremedal,450
Orrios,128
Palomar de Arroyos,170
Pancrudo,119
"Parras de Castellote, Las",55
Peñarroya de Tastavins,446
Peracense,77
Peralejos,83
Perales del Alfambra,236
Pitarque,68
Plou,50
"Pobo, El",108
"Portellada, La",236
Pozondon,43
Pozuel del Campo,63
"Puebla de Hijar, La",899
"Puebla de Valverde, La",451
Puertomingalvo,117
Rafales,139
Rillo,85
Riodeva,134
Rodenas,62
Royuela,210
Rubiales,49
Rubielos de la Cerida,39
Rubielos de Mora,635
Salcedillo,11
Saldon,24
Samper de Calanda,721
San Agustin,123
San Martin del Rio,132
Santa Cruz de Nogueras,30
Santa Eulalia,1050
Sarrion,1148
Segura de los Baños,41
Seno,39
Singra,83
Terriente,180
Teruel,36240
Toril y Masegoso,33
Tormon,25
Tornos,202
Torralba de los Sisones,157
Torre de Arcas,94
Torre de las Arcas,29
Torre del Compte,117
Torre los Negros,83
Torrecilla de Alcañiz,439
Torrecilla del Rebollar,123
Torrelacarcel,143
Torremocha de Jiloca,107
Torres de Albarracin,185
Torrevelilla,170
Torrijas,43
Torrijo del Campo,447
Tramacastiel,67
Tramacastilla,104
Tronchon,68
Urrea de Gaen,427
Utrillas,3006
Valacloche,20
Valbona,172
Valdealgorfa,595
Valdecuenca,32
Valdelinares,92
Valdeltormo,281
Valderrobres,2435
Valjunquera,338
"Vallecillo, El",44
Veguillas de la Sierra,21
Villafranca del Campo,285
Villahermosa del Campo,83
Villanueva del Rebollar de la Sierra,42
Villar del Cobo,160
Villar del Salz,61
Villarluengo,171
Villarquemado,841
Villarroya de los Pinares,161
Villastar,507
Villel,333
Vinaceite,231
Visiedo,131
Vivel del Rio Martin,72
"Zoma, La",32
Ajofrin,2259
Alameda de la Sagra,3734
Albarreal de Tajo,679
Alcabon,664
Alcañizo,274
Alcaudete de la Jara,1660
Alcolea de Tajo,807
Aldea en Cabo,168
Aldeanueva de Barbarroya,501
Aldeanueva de San Bartolome,414
Almendral de la Cañada,323
Almonacid de Toledo,810
Almorox,2170
Añover de Tajo,5176
Arcicollar,908
Arges,6563
Azutan,290
Barcience,883
Bargas,10535
Belvis de la Jara,1535
Borox,3958
Buenaventura,423
Burguillos de Toledo,3288
Burujon,1307
Cabañas de la Sagra,1857
Cabañas de Yepes,260
Cabezamesada,343
Calera y Chozas,4608
Caleruela,209
Calzada de Oropesa,523
Camarena,4082
Camarenilla,577
"Campillo de la Jara, El",342
Camuñas,1752
Cardiel de los Montes,352
Carmena,768
"Carpio de Tajo, El",1816
Carranque,4953
Carriches,260
"Casar de Escalona, El",1718
Casarrubios del Monte,5995
Casasbuenas,187
Castillo de Bayuela,920
Cazalegas,1813
Cebolla,3209
Cedillo del Condado,3826
"Cerralbos, Los",414
Cervera de los Montes,499
Chozas de Canales,4104
Chueca,251
Ciruelos,569
Cobeja,2366
Cobisa,4306
Consuegra,9970
Corral de Almaguer,5246
Cuerva,1299
Domingo Perez,345
Dosbarrios,2260
Erustes,189
Escalona,3276
Escalonilla,1420
Espinoso del Rey,425
Esquivias,5628
"Estrella, La",215
Fuensalida,11655
Galvez,3012
Garciotum,202
Gerindote,2339
Guadamur,1784
"Guardia, La",2213
"Herencias, Las",772
Herreruela de Oropesa,327
Hinojosa de San Vicente,381
Hontanar,136
Hormigos,712
Huecas,722
Huerta de Valdecarabanos,1683
"Iglesuela del Tietar, La",424
Illan de Vacas,3
Illescas,29558
Lagartera,1354
Layos,777
Lillo,2561
Lominchar,2475
Lucillos,563
Madridejos,10334
Magan,3731
Malpica de Tajo,1680
Manzaneque,390
Maqueda,443
Marjaliza,243
Marrupe,149
Mascaraque,425
"Mata, La",817
Mazarambroz,1244
Mejorada,1261
Menasalbas,2600
Mentrida,5320
Mesegar de Tajo,215
Miguel Esteban,4788
Mocejon,4963
Mohedas de la Jara,400
Montearagon,518
Montesclaros,393
Mora,9819
Nambroca,4862
"Nava de Ricomalillo, La",519
Navahermosa,3564
Navalcan,1955
Navalmoralejo,58
"Navalmorales, Los",2420
"Navalucillos, Los",2050
Navamorcuende,598
Noblejas,3652
Noez,861
Nombela,854
Noves,3019
Numancia de la Sagra,4985
Nuño Gomez,125
Ocaña,12437
Olias del Rey,8120
Ontigola,4540
Orgaz,2605
Oropesa,2626
Otero,315
Palomeque,1011
Pantoja,3394
Paredes de Escalona,112
Parrillas,338
Pelahustan,304
Pepino,3128
Polan,3872
Portillo de Toledo,2231
"Puebla de Almoradiel, La",5073
"Puebla de Montalban, La",7858
"Pueblanueva, La",2142
"Puente del Arzobispo, El",1225
Puerto de San Vicente,148
Pulgar,1491
Quero,980
Quintanar de la Orden,11148
Quismondo,1564
"Real de San Vicente, El",919
Recas,4504
Retamoso de la Jara,103
Rielves,749
Robledo del Mazo,261
"Romeral, El",582
San Bartolome de las Abiertas,437
San Martin de Montalban,726
San Martin de Pusa,629
San Pablo de los Montes,1743
San Roman de los Montes,1921
Santa Ana de Pusa,350
Santa Cruz de la Zarza,4089
Santa Cruz del Retamar,3302
Santa Olalla,3279
Santo Domingo-Caudilla,1046
Sartajada,94
Segurilla,1349
Seseña,27066
Sevilleja de la Jara,668
Sonseca,11082
Sotillo de las Palomas,175
Talavera de la Reina,83663
Tembleque,1966
"Toboso, El",1741
Toledo,85811
Torralba de Oropesa,197
"Torre de Esteban Hambran, La",1670
Torrecilla de la Jara,207
Torrico,698
Torrijos,13684
Totanes,355
Turleque,736
Ugena,5467
Urda,2477
Valdeverdeja,549
Valmojado,4371
Velada,2903
"Ventas con Peña Aguilera, Las",1062
"Ventas de Retamosa, Las",3510
"Ventas de San Julian, Las",233
"Villa de Don Fadrique, La",3623
Villacañas,9489
Villafranca de los Caballeros,4876
Villaluenga de la Sagra,3887
Villamiel de Toledo,926
Villaminaya,537
Villamuelas,606
Villanueva de Alcardete,3172
Villanueva de Bogas,699
Villarejo de Montalban,71
Villarrubia de Santiago,2514
Villaseca de la Sagra,1851
Villasequilla,2522
Villatobas,2482
"Viso de San Juan, El",4828
"Yebenes, Los",5882
Yeles,5555
Yepes,5288
Yuncler,4098
Yunclillos,795
Yuncos,11646
Ademuz,1037
Ador,1730
Agullent,2388
Aielo de Malferit,4625
Aielo de Rugat,160
Alaquàs,29711
Albaida,5914
Albal,16577
Albalat de la Ribera,3326
Albalat dels Sorells,4036
Albalat dels Tarongers,1208
Alberic,10519
Alborache,1229
Alboraia/Alboraya,24741
Albuixech,4151
Alcàntera de Xuquer,1341
Alcàsser,10196
Alcublas,611
"Alcudia de Crespins, l'",5113
"Alcudia, l'",12107
Aldaia,32204
Alfafar,21395
Alfara de la Baronia,569
Alfara del Patriarca,3282
Alfarp,1571
Alfarrasi,1219
Alfauir,449
Algar de Palancia,491
Algemesi,27430
Algimia d'Alfara,1053
Alginet,13827
Almàssera,7438
Almiserà,265
Almoines,2477
Almussafes,8979
Alpuente,635
"Alqueria de la Comtessa, l'",1496
Alzira,44938
Andilla,308
Anna,2615
Antella,1157
Aras de los Olmos,359
Atzeneta d'Albaida,1162
Ayora,5283
Barx,1303
Barxeta,1586
Bèlgida,679
Bellreguard,4618
Bellus,299
Benageber,180
Benaguasil,11256
Benavites,638
Beneixida,627
Benetusser,15000
Beniarjo,1767
Beniatjar,219
Benicolet,574
Benicull de Xuquer,1048
Benifaio,11989
Benifairo de la Valldigna,1558
Benifairo de les Valls,2213
Benifla,460
Benigànim,5779
Benimodo,2272
Benimuslem,667
Beniparrell,2015
Benirredrà,1555
Benissano,2291
Benissoda,432
Benissuera,185
Betera,24604
Bicorp,529
Bocairent,4142
Bolbaite,1324
Bonrepòs i Mirambell,3738
Bufali,156
Bugarra,739
Buñol,9498
Burjassot,38632
Calles,355
Camporrobles,1198
Canals,13516
Canet d'En Berenguer,6765
Carcaixent,20436
Càrcer,1827
Carlet,15740
Carricola,99
Casas Altas,131
Casas Bajas,163
Casinos,2780
Castello de Rugat,2298
Castellonet de la Conquesta,141
Castielfabib,308
Catadau,2804
Catarroja,28608
Caudete de las Fuentes,711
Cerdà,331
Chella,2472
Chelva,1531
Chera,469
Cheste,8735
Chiva,15414
Chulilla,662
Cofrentes,1123
Corbera,3088
Cortes de Pallas,771
Cotes,333
Cullera,22521
Daimus,3196
Domeño,673
Dos Aguas,327
"Eliana, l'",18362
Emperador,688
Enguera,4777
"Ènova, l'",902
Estivella,1441
Estubeny,125
Faura,3553
Favara,2504
Foios,7452
"Font de la Figuera, la",2027
"Font d'En Carròs, la",3778
Fontanars dels Alforins,959
Fortaleny,1020
Fuenterrobles,694
Gandia,75798
Gatova,405
Gavarda,1042
"Genoves, el",2778
Gestalgar,548
Gilet,3404
Godella,13131
Godelleta,3584
"Granja de la Costera, la",295
Guadassequies,456
Guadassuar,5902
Guardamar de la Safor,531
Higueruelas,501
Jalance,834
Jarafuel,769
Llanera de Ranes,1047
Llauri,1130
Lliria,23482
Llocnou de la Corona,124
Llocnou de Sant Jeroni,554
Llocnou d'En Fenollet,916
Llombai,2653
"Llosa de Ranes, la",3642
Llutxent,2326
Loriguilla,2035
Losa del Obispo,505
Macastre,1300
Manises,31240
Manuel,2436
Marines,1848
Massalaves,1610
Massalfassar,2555
Massamagrell,16163
Massanassa,9782
Meliana,10970
Millares,331
Miramar,2685
Mislata,44320
Mogente/Moixent,4307
Moncada,22021
Montaverner,1635
Montesa,1155
Montitxelvo/Montichelvo,585
Montroi/Montroy,2956
Montserrat,8188
Museros,6596
Nàquera/Naquera,6897
Navarres,3004
Novele/Novetlè,857
Oliva,25224
"Olleria, l'",8320
Olocau,1828
Ontinyent,35761
Otos,422
Paiporta,26514
Palma de Gandia,1709
Palmera,1018
"Palomar, el",567
Paterna,71035
Pedralba,2814
Petres,999
Picanya,11606
Picassent,21263
Piles,2740
Pinet,157
"Pobla de Farnals, la",8128
"Pobla de Vallbona, la",24858
"Pobla del Duc, la",2515
"Pobla Llarga, la",4452
Polinyà de Xuquer,2503
Potries,1060
Puçol,19737
Puebla de San Miguel,61
"Puig de Santa Maria, el",8718
Quart de les Valls,1024
Quart de Poblet,25062
Quartell,1655
Quatretonda,2202
Quesa,663
Rafelbunyol,9149
Rafelcofer,1355
Rafelguaraf,2355
Rafol de Salem,442
Real,2207
"Real de Gandia, el",2531
Requena,20405
Riba-roja de Turia,22761
Riola,1790
Rocafort,7314
Rotglà i Corberà,1117
Rotova,1293
Rugat,174
Sagunto/Sagunt,67173
Salem,418
San Antonio de Benageber,9286
Sant Joanet,507
Sedavi,10391
Segart,164
Sellent,384
Sempere,30
Senyera,1134
Serra,3187
Siete Aguas,1159
Silla,19078
Simat de la Valldigna,3297
Sinarcas,1105
Sollana,4881
Sot de Chera,362
Sueca,27566
Sumacàrcer,1097
Tavernes Blanques,9224
Tavernes de la Valldigna,17254
Teresa de Cofrentes,619
Terrateig,256
Titaguas,454
Torrebaja,402
Torrella,145
Torrent,83962
Torres Torres,669
Tous,1287
Tuejar,1137
Turis,6722
Utiel,11458
València,800215
Vallada,3096
Vallanca,133
Valles,154
Venta del Moro,1198
Vilallonga/Villalonga,4370
Vilamarxant,9891
Villanueva de Castellon,7054
Villar del Arzobispo,3536
Villargordo del Cabriel,582
Vinalesa,3412
Xàtiva,29623
Xeraco,5720
Xeresa,2197
Xirivella,30197
Yatova,2079
"Yesa, La",221
Zarra,346
Adalia,53
Aguasal,18
Aguilar de Campos,254
Alaejos,1379
Alcazaren,630
Aldea de San Miguel,213
Aldeamayor de San Martin,5634
Almenara de Adaja,22
Amusquillo,102
Arroyo de la Encomienda,20537
Ataquines,569
Bahabon,103
Barcial de la Loma,91
Barruelo del Valle,48
Becilla de Valderaduey,234
Benafarces,69
Bercero,196
Berceruelo,35
Berrueces,108
Bobadilla del Campo,292
Bocigas,90
Bocos de Duero,72
Boecillo,4148
Bolaños de Campos,289
Brahojos de Medina,116
Bustillo de Chaves,65
Cabezon de Pisuerga,3763
Cabezon de Valderaduey,41
Cabreros del Monte,66
Campaspero,1060
"Campillo, El",213
Camporredondo,149
Canalejas de Peñafiel,238
Canillas de Esgueva,75
Carpio,994
Casasola de Arion,250
Castrejon de Trabancos,177
Castrillo de Duero,109
Castrillo-Tejeriego,163
Castrobol,56
Castrodeza,154
Castromembibre,54
Castromonte,318
Castronuevo de Esgueva,370
Castronuño,833
Castroponce,138
Castroverde de Cerrato,215
Ceinos de Campos,210
Cervillego de la Cruz,87
Cigales,5328
Ciguñuela,371
Cisterniga,9016
Cogeces de iscar,136
Cogeces del Monte,659
Corcos,203
Corrales de Duero,113
Cubillas de Santa Marta,329
Cuenca de Campos,215
Curiel de Duero,118
Encinas de Esgueva,231
Esguevillas de Esgueva,265
Fombellida,176
Fompedraza,100
Fontihoyuelo,39
Fresno el Viejo,878
Fuensaldaña,1954
Fuente el Sol,150
Fuente-Olmedo,34
Gallegos de Hornija,115
Gaton de Campos,32
Geria,506
Herrin de Campos,122
Hornillos de Eresma,166
iscar,6341
Laguna de Duero,22765
Langayo,250
Llano de Olmedo,60
Lomoviejo,178
Manzanillo,54
Marzales,43
Matapozuelos,1033
Matilla de los Caños,100
Mayorga,1478
Medina de Rioseco,4606
Medina del Campo,20416
Megeces,427
Melgar de Abajo,114
Melgar de Arriba,153
Mojados,3258
Monasterio de Vega,82
Montealegre de Campos,110
Montemayor de Pililla,857
Moral de la Reina,148
Moraleja de las Panaderas,43
Morales de Campos,141
Mota del Marques,349
Mucientes,653
"Mudarra, La",157
Muriel,122
Nava del Rey,1975
Nueva Villa de las Torres,272
Olivares de Duero,296
Olmedo,3646
Olmos de Esgueva,185
Olmos de Peñafiel,53
Palazuelo de Vedija,179
"Parrilla, La",479
"Pedraja de Portillo, La",1126
Pedrajas de San Esteban,3314
Pedrosa del Rey,158
Peñafiel,5054
Peñaflor de Hornija,302
Pesquera de Duero,442
Piña de Esgueva,318
Piñel de Abajo,159
Piñel de Arriba,91
Pollos,601
Portillo,2373
Pozal de Gallinas,547
Pozaldez,478
Pozuelo de la Orden,46
Puras,43
Quintanilla de Arriba,162
Quintanilla de Onesimo,1026
Quintanilla de Trigueros,101
Quintanilla del Molar,61
Rabano,174
Ramiro,43
Renedo de Esgueva,3814
Roales de Campos,161
Robladillo,91
Roturas,28
Rubi de Bracamonte,228
Rueda,1237
Saelices de Mayorga,108
Salvador de Zapardiel,116
San Cebrian de Mazote,129
San Llorente,105
San Martin de Valveni,81
San Miguel del Arroyo,659
San Miguel del Pino,344
San Pablo de la Moraleja,112
San Pedro de Latarce,476
San Pelayo,50
San Roman de Hornija,307
San Salvador,25
San Vicente del Palacio,162
Santa Eufemia del Arroyo,72
Santervas de Campos,113
Santibañez de Valcorba,168
Santovenia de Pisuerga,4604
Sardon de Duero,579
"Seca, La",1059
Serrada,1103
Siete Iglesias de Trabancos,431
Simancas,5267
Tamariz de Campos,73
Tiedra,287
Tordehumos,411
Tordesillas,8745
Torre de Esgueva,65
Torre de Peñafiel,48
Torrecilla de la Abadesa,276
Torrecilla de la Orden,248
Torrecilla de la Torre,36
Torrelobaton,400
Torrescarcela,159
Traspinedo,1111
Trigueros del Valle,304
Tudela de Duero,8620
"Union de Campos, La",230
Urones de Castroponce,110
Urueña,189
Valbuena de Duero,462
Valdearcos de la Vega,55
Valdenebro de los Valles,199
Valdestillas,1632
Valdunquillo,144
Valladolid,299265
Valoria la Buena,630
Valverde de Campos,91
Vega de Ruiponce,89
Vega de Valdetronco,118
Velascalvaro,165
Velilla,114
Velliza,112
Ventosa de la Cuesta,96
Viana de Cega,2062
Villabañez,489
Villabaruz de Campos,30
Villabragima,1053
Villacarralon,74
Villacid de Campos,72
Villaco,74
Villafrades de Campos,62
Villafranca de Duero,267
Villafrechos,480
Villafuerte,85
Villagarcia de Campos,300
Villagomez la Nueva,64
Villalan de Campos,32
Villalar de los Comuneros,468
Villalba de la Loma,50
Villalba de los Alcores,368
Villalbarba,115
Villalon de Campos,1561
Villamuriel de Campos,49
Villan de Tordesillas,117
Villanubla,2769
Villanueva de Duero,1189
Villanueva de la Condesa,56
Villanueva de los Caballeros,180
Villanueva de los Infantes,99
Villanueva de San Mancio,82
Villardefrades,162
Villarmentero de Esgueva,106
Villasexmir,72
Villavaquerin,161
Villavellid,50
Villaverde de Medina,513
Villavicencio de los Caballeros,233
Viloria,339
Wamba,310
Zaratan,6235
"Zarza, La",110
Abezames,59
Alcañices,1065
Alcubilla de Nogales,115
Alfaraz de Sayago,125
Algodre,141
Almaraz de Duero,401
Almeida de Sayago,437
Andavias,452
Arcenillas,428
Arcos de la Polvorosa,217
Argañin,73
Argujillo,230
Arquillinos,119
Arrabalde,212
Aspariegos,245
Asturianos,260
Ayoo de Vidriales,289
Barcial del Barco,247
Belver de los Montes,265
Benavente,17787
Benegiles,304
Bermillo de Sayago,1007
"Boveda de Toro, La",699
Breto,160
Bretocino,208
Brime de Sog,130
Brime de Urz,106
Burganes de Valverde,654
Bustillo del Oro,80
Cabañas de Sayago,151
Calzadilla de Tera,299
Camarzana de Tera,755
Cañizal,445
Cañizo,228
Carbajales de Alba,506
Carbellino,179
Casaseca de Campean,95
Casaseca de las Chanas,381
Castrillo de la Guareña,117
Castrogonzalo,465
Castronuevo,225
Castroverde de Campos,272
Cazurra,76
Cerecinos de Campos,257
Cerecinos del Carrizal,111
Cernadilla,119
Cobreros,568
Coomonte,198
Coreses,1044
Corrales del Vino,959
Cotanes del Monte,98
Cubillos,300
Cubo de Benavente,116
"Cubo de Tierra del Vino, El",322
Cuelgamures,81
Entrala,154
Espadañedo,111
Faramontanos de Tabara,319
Fariza,495
Fermoselle,1164
Ferreras de Abajo,479
Ferreras de Arriba,348
Ferreruela,446
Figueruela de Arriba,336
Fonfria,750
Fresno de la Polvorosa,132
Fresno de la Ribera,375
Fresno de Sayago,161
Friera de Valverde,144
Fuente Encalada,102
Fuentelapeña,669
Fuentes de Ropel,376
Fuentesauco,1587
Fuentesecas,45
Fuentespreadas,280
Galende,982
Gallegos del Pan,111
Gallegos del Rio,466
Gamones,89
Gema,215
Granja de Moreruela,271
Granucillo,119
Guarrate,331
Hermisende,221
"Hiniesta, La",313
Jambrina,150
Justel,64
Losacino,210
Losacio,95
Lubian,304
Luelmo,147
"Maderal, El",177
Madridanos,452
Mahide,316
Maire de Castroponce,141
Malva,122
Manganeses de la Lampreana,465
Manganeses de la Polvorosa,624
Manzanal de Arriba,358
Manzanal de los Infantes,120
Manzanal del Barco,121
Matilla de Arzon,164
Matilla la Seca,42
Mayalde,177
Melgar de Tera,366
Micereces de Tera,435
Milles de la Polvorosa,213
Molacillos,242
Molezuelas de la Carballeda,50
Mombuey,401
Monfarracinos,951
Montamarta,569
Moral de Sayago,257
Moraleja de Sayago,291
Moraleja del Vino,1732
Morales de Rey,569
Morales de Toro,954
Morales de Valverde,163
Morales del Vino,2971
Moralina,241
Moreruela de los Infanzones,334
Moreruela de Tabara,305
Muelas de los Caballeros,176
Muelas del Pan,615
Muga de Sayago,353
Navianos de Valverde,174
Olmillos de Castro,213
Otero de Bodas,150
Pajares de la Lampreana,306
Palacios de Sanabria,230
Palacios del Pan,259
Pedralba de la Praderia,222
"Pego, El",284
Peleagonzalo,276
Peleas de Abajo,288
Peñausende,384
Peque,127
"Perdigon, El",673
Pereruela,515
Perilla de Castro,161
Pias,111
Piedrahita de Castro,92
Pinilla de Toro,217
Pino del Oro,183
"Piñero, El",232
Pobladura de Valderaduey,40
Pobladura del Valle,289
Porto,156
Pozoantiguo,204
Pozuelo de Tabara,154
Prado,53
Puebla de Sanabria,1356
Pueblica de Valverde,189
Quintanilla de Urz,106
Quintanilla del Monte,97
Quintanilla del Olmo,39
Quiruelas de Vidriales,652
Rabanales,501
Rabano de Aliste,353
Requejo,149
Revellinos,249
Riofrio de Aliste,635
Rionegro del Puente,260
Roales,942
Robleda-Cervantes,395
Roelos de Sayago,145
Rosinos de la Requejada,348
Salce,93
Samir de los Caños,172
San Agustin del Pozo,175
San Cebrian de Castro,237
San Cristobal de Entreviñas,1369
San Esteban del Molar,122
San Justo,208
San Martin de Valderaduey,52
San Miguel de la Ribera,290
San Miguel del Valle,135
San Pedro de Ceque,438
San Pedro de la Nave-Almendra,337
San Vicente de la Cabeza,357
San Vitero,492
Santa Clara de Avedillo,158
Santa Colomba de las Monjas,255
Santa Cristina de la Polvorosa,1073
Santa Croya de Tera,297
Santa Eufemia del Barco,175
Santa Maria de la Vega,293
Santa Maria de Valverde,59
Santibañez de Tera,368
Santibañez de Vidriales,922
Santovenia,235
Sanzoles,486
Tabara,740
Tapioles,151
Toro,8665
"Torre del Valle, La",148
Torregamones,253
Torres del Carrizal,400
Trabazos,835
Trefacio,185
Uña de Quintana,131
Vadillo de la Guareña,250
Valcabado,404
Valdefinjas,54
Valdescorriel,125
Vallesa de la Guareña,81
Vega de Tera,321
Vega de Villalobos,92
Vegalatrave,84
Venialbo,420
Vezdemarban,448
Vidayanes,85
Videmala,144
Villabrazaro,248
Villabuena del Puente,649
Villadepera,197
Villaescusa,246
Villafafila,469
Villaferrueña,109
Villageriz,48
Villalazan,260
Villalba de la Lampreana,218
Villalcampo,419
Villalobos,235
Villalonso,73
Villalpando,1457
Villalube,170
Villamayor de Campos,338
Villamor de los Escuderos,371
Villanazar,270
Villanueva de Azoague,358
Villanueva de Campean,119
Villanueva de las Peras,79
Villanueva del Campo,823
Villar de Fallaves,44
Villar del Buey,556
Villaralbo,1810
Villardeciervos,399
Villardiegua de la Ribera,114
Villardiga,73
Villardondiego,106
Villarrin de Campos,390
Villaseco del Pan,228
Villavendimio,177
Villaveza de Valverde,71
Villaveza del Agua,176
Viñas,167
Zamora,60988
Abanto,92
Acered,158
Agon,138
Aguaron,624
Aguilon,233
Ainzon,1064
Aladren,52
Alagon,7154
Alarba,116
Alberite de San Juan,74
Albeta,134
Alborge,107
Alcala de Ebro,245
Alcala de Moncayo,143
Alconchel de Ariza,76
Aldehuela de Liestos,51
Alfajarin,2339
Alfamen,1443
Alforque,65
Alhama de Aragon,1011
Almochuel,24
"Almolda, La",554
Almonacid de la Cuba,230
Almonacid de la Sierra,753
"Almunia de Doña Godina, La",8091
Alpartir,568
Ambel,253
Anento,95
Aniñon,684
Añon de Moncayo,222
Aranda de Moncayo,145
Arandiga,278
Ardisa,74
Ariza,1100
Artieda,80
Asin,98
Atea,147
Ateca,1762
Azuara,529
Badules,78
Bagües,16
Balconchan,20
Barboles,282
Bardallur,254
Belchite,1526
Belmonte de Gracian,194
Berdejo,40
Berrueco,32
Biel,155
Bijuesca,94
Biota,930
Bisimbre,81
Boquiñeni,776
Bordalba,52
Borja,4978
Botorrita,490
Brea de Aragon,1589
Bubierca,65
Bujaraloz,980
Bulbuente,220
Bureta,206
"Burgo de Ebro, El",2486
"Buste, El",71
Cabañas de Ebro,496
Cabolafuente,53
Cadrete,4235
Calatayud,20092
Calatorao,2860
Calcena,73
Calmarza,61
Campillo de Aragon,146
Carenas,189
Cariñena,3355
Caspe,10026
Castejon de Alarba,88
Castejon de las Armas,78
Castejon de Valdejasa,209
Castiliscar,254
Cervera de la Cañada,260
Cerveruela,34
Cetina,583
Chiprana,497
Chodes,104
Cimballa,94
Cinco Olivas,102
Clares de Ribota,67
Codo,199
Codos,248
Contamina,32
Cosuenda,337
Cuarte de Huerva,13450
Cubel,155
"Cuerlas, Las",41
Daroca,1965
Ejea de los Caballeros,16984
Embid de Ariza,35
Encinacorba,178
epila,4372
Erla,341
Escatron,1067
Fabara,1109
Farlete,366
Fayon,380
"Fayos, Los",131
Figueruelas,1262
Fombuena,60
"Frago, El",97
"Frasno, El",379
Frescano,199
Fuendejalon,784
Fuendetodos,145
Fuentes de Ebro,4549
Fuentes de Jiloca,229
Gallocanta,136
Gallur,2566
Gelsa,996
Godojos,53
Gotor,302
Grisel,74
Grisen,590
Herrera de los Navarros,489
Ibdes,395
Illueca,2809
Isuerre,31
Jaraba,282
Jarque de Moncayo,417
Jaulin,251
"Joyosa, La",1101
Lagata,109
Langa del Castillo,122
Layana,94
Lecera,631
Lechon,46
Leciñena,1146
Letux,342
Litago,164
Lituenigo,123
Lobera de Onsella,26
Longares,883
Longas,32
Lucena de Jalon,232
Luceni,955
Luesia,297
Luesma,37
Lumpiaque,806
Luna,684
Maella,2008
Magallon,1112
Mainar,160
Malanquilla,89
Malejan,276
Mallen,3004
Malon,369
Maluenda,937
Manchones,106
Mara,168
Maria de Huerva,5970
Marracos,84
Mediana de Aragon,447
Mequinenza,2279
Mesones de Isuela,257
Mezalocha,233
Mianos,27
Miedes de Aragon,415
Monegrillo,394
Moneva,114
Monreal de Ariza,189
Monterde,143
Monton,90
Morata de Jalon,1066
Morata de Jiloca,276
Mores,321
Moros,319
Moyuela,265
Mozota,120
Muel,1401
"Muela, La",5894
Munebrega,363
Murero,96
Murillo de Gallego,191
Navardun,36
Nigüella,61
Nombrevilla,31
Nonaspe,978
Novallas,825
Novillas,517
Nuevalos,285
Nuez de Ebro,838
Olves,110
Orcajo,55
Orera,111
Ores,109
Oseja,47
Osera de Ebro,383
Paniza,619
Paracuellos de Jiloca,573
Paracuellos de la Ribera,136
Pastriz,1300
Pedrola,3587
"Pedrosas, Las",86
Perdiguera,572
Piedratajada,87
